chatId,authorName,avatar,content,attachments,embeds,date,referenceMessage,referenceMessageDate,referenceMessageAuthor
1484862067252138026,phibi2662,https://cdn.discordapp.com/avatars/984727842833174579/b7305b4c8f24d8f310fd2c1483df9793.png,"Hey, does anyone know if AMD is providing MI355X access for hackathon participants? I don't have access to gfx950 hardware to test my kernels. Also, has anyone gotten tl.dot_scaled working with the correct scale layout for the mxfp4-mm challenge?",,,2026/03/21 03:31,,,
1484873395156815932,danishlynx,https://cdn.discordapp.com/avatars/626686759631192075/a349cf47cb11d18c0a8e2d1f53ffed31.png,"hey @Mark Saroufim  following up on  @jdbartlett96  point — I'm Danishlynx on the GEMM leaderboard. I'm in the same boat: my kernels do real computation with sync after every call, but I suspect the benchmark events aren't capturing the full execution time due to how the kernel is compiled and dispatched. Not intentional, just a side effect of the toolchain I'm using Just want to know how you'd like us to handle this so I can stay on the right side of the rules.",,,2026/03/21 04:16,,,
1484881899649372232,danishlynx,https://cdn.discordapp.com/avatars/626686759631192075/a349cf47cb11d18c0a8e2d1f53ffed31.png,"Hey @Mark Saroufim 

Following up , I've now measured my actual kernel compute times with explicit device sync and wall-clock timing. The real numbers are slightly higher than what the benchmark reports. I'm working on optimizing my submissions based on honest compute times and will update my leaderboard entries accordingly. Thanks for the transparency on how you'd like this handled.",,,2026/03/21 04:50,,,
1484886848819036321,danishlynx,https://cdn.discordapp.com/avatars/626686759631192075/a349cf47cb11d18c0a8e2d1f53ffed31.png,"Hey all, following up on @jdbartlett96's point about the ~4μs numbers (this is NOT about caching or precomputing results). I spent some time investigating this on my end and here's what I found:

The issue: If your kernel is compiled and launched through a different HIP context than PyTorch's (e.g. via tinygrad's comgr compiler, or any hipModuleLoadData/hipModuleLaunchKernel path), the benchmark's cuda events won't capture your actual kernel execution time. You'll see ~4μs regardless of what your kernel actually computes  that's just the Python dispatch overhead.

How to check if you're affected: Add wait=True to your tinygrad HIPProgram launch, or wrap your kernel call with hipEventRecord on the SAME queue your kernel runs on. If the real time is 100x+ higher than what the benchmark reports, you're hitting this artifact.

Who's NOT affected: If you're using aiter's built-in kernels (like mla_decode_stage1_asm_fwd, fused_moe, gemm_a4w4_asm) or Triton kernels, these all launch on PyTorch's queue and the benchmark events capture them correctly.
Just wanted to share since I know a few of us were confused by the numbers. Working on honest submissions now on amd-mxfp4-mm",,,2026/03/21 05:10,,,
1484895532563431615,vyomakesh,https://cdn.discordapp.com/avatars/573560935487111169/2433a518aef69a845e178597f6edca86.png,super thanks for these insights 🙏,,,2026/03/21 05:44,"Hey all, following up on @jdbartlett96's point about the ~4μs numbers (this is NOT about caching or precomputing results). I spent some time investigating this on my end and here's what I found:

The issue: If your kernel is compiled and launched through a different HIP context than PyTorch's (e.g. via tinygrad's comgr compiler, or any hipModuleLoadData/hipModuleLaunchKernel path), the benchmark's cuda events won't capture your actual kernel execution time. You'll see ~4μs regardless of what your kernel actually computes  that's just the Python dispatch overhead.

How to check if you're affected: Add wait=True to your tinygrad HIPProgram launch, or wrap your kernel call with hipEventRecord on the SAME queue your kernel runs on. If the real time is 100x+ higher than what the benchmark reports, you're hitting this artifact.

Who's NOT affected: If you're using aiter's built-in kernels (like mla_decode_stage1_asm_fwd, fused_moe, gemm_a4w4_asm) or Triton kernels, these all launch on PyTorch's queue and the benchmark events capture them correctly.
Just wanted to share since I know a few of us were confused by the numbers. Working on honest submissions now on amd-mxfp4-mm",2026-03-21T12:10:12.622000+00:00,danishlynx
1484895691598860498,gnsight,https://cdn.discordapp.com/avatars/885754696827031603/f37d38524627a565c7e1ddd20cc74e19.png,"Hi @Mark Saroufim , I constantly encountering the ""exceeded 12 minute timeout"" error, which adds up to the rate limit. Subsequent submissions will just end up being limited. Are there any plans to resolve this?",https://cdn.discordapp.com/attachments/1359640791525490768/1484895691301191740/image.png?ex=69c3d8e0&is=69c28760&hm=2201584cc5da5cd8e5c1a3fa2eacfb107a7b9d4059a37dc6671dbd7414a7769e&,,2026/03/21 05:45,,,
1484895990153740439,gnsight,https://cdn.discordapp.com/avatars/885754696827031603/f37d38524627a565c7e1ddd20cc74e19.png,The timeout is likely caused by long queueing of GitHub actions,,,2026/03/21 05:46,"Hi @Mark Saroufim , I constantly encountering the ""exceeded 12 minute timeout"" error, which adds up to the rate limit. Subsequent submissions will just end up being limited. Are there any plans to resolve this?",2026-03-21T12:45:20.905000+00:00,gnsight
1484897221433626666,leaatimberini,https://cdn.discordapp.com/avatars/1260680603486126081/0ddfea589269b0c746f39f343587bba9.png,"For leaderboard submissions, only 1 submission per hour is allowed.",,,2026/03/21 05:51,"Hi @Mark Saroufim , I constantly encountering the ""exceeded 12 minute timeout"" error, which adds up to the rate limit. Subsequent submissions will just end up being limited. Are there any plans to resolve this?",2026-03-21T12:45:20.905000+00:00,gnsight
1484897702327353555,gnsight,https://cdn.discordapp.com/avatars/885754696827031603/f37d38524627a565c7e1ddd20cc74e19.png,"yeah I am aware of this, but my submission did not actually run because it queued for too long and has been automatically cancelled. After that I got rate limited and can not submit again 🙁",,,2026/03/21 05:53,"For leaderboard submissions, only 1 submission per hour is allowed.",2026-03-21T12:51:25.646000+00:00,leaatimberini
1484898513207820389,leaatimberini,https://cdn.discordapp.com/avatars/1260680603486126081/0ddfea589269b0c746f39f343587bba9.png,"Sure, but it had exceeded 12 minutes, that's why it timed out. Before creating a leaderboard, use benchmarks.",,,2026/03/21 05:56,,,
1484898646125445266,leaatimberini,https://cdn.discordapp.com/avatars/1260680603486126081/0ddfea589269b0c746f39f343587bba9.png,--mode benchmark,,,2026/03/21 05:57,,,
1484899176910291105,gnsight,https://cdn.discordapp.com/avatars/885754696827031603/f37d38524627a565c7e1ddd20cc74e19.png,"thanks! But I have to use leaderboard mode for testing, since input does not rotate in benchmark mode. I can pass some testcases only in benchmark mode, not in leaderboard mode sadly",,,2026/03/21 05:59,--mode benchmark,2026-03-21T12:57:05.319000+00:00,leaatimberini
1484899764037357719,leaatimberini,https://cdn.discordapp.com/avatars/1260680603486126081/0ddfea589269b0c746f39f343587bba9.png,"It's true that benchmarks don't give the same results as the leaderboard, and it's frustrating to see a positive result in the benchmark and then the complete opposite in the leaderboard, but I haven't seen that they've offered another solution.",,,2026/03/21 06:01,,,
1484900391052115998,leaatimberini,https://cdn.discordapp.com/avatars/1260680603486126081/0ddfea589269b0c746f39f343587bba9.png,To participate you don't need to rent a mi355x,,,2026/03/21 06:04,"Hey, does anyone know if AMD is providing MI355X access for hackathon participants? I don't have access to gfx950 hardware to test my kernels. Also, has anyone gotten tl.dot_scaled working with the correct scale layout for the mxfp4-mm challenge?",2026-03-21T10:31:44.236000+00:00,phibi2662
1484903098068635730,somethingobscurefordevstuff,https://cdn.discordapp.com/avatars/354591687047381002/3adf423526f15ffa2ff3e1115b669587.png,"If you are randomly placing on the leaderboard, it doesn’t hurt to self-regulate a bit and audit your submission for any possible exploits either.

Would suck to spend a week thinking you’re in a top slot only to get DQ’d as soon as somebody takes a look at your submission 🤷‍♂️",,,2026/03/21 06:14,,,
1484907407892287629,leaatimberini,https://cdn.discordapp.com/avatars/1260680603486126081/0ddfea589269b0c746f39f343587bba9.png,So far my best result on amd-mxfp4-mm was 14.860μs 😬,,,2026/03/21 06:31,,,
1484909007020883988,vyomakesh,https://cdn.discordapp.com/avatars/573560935487111169/2433a518aef69a845e178597f6edca86.png,w amd isa?,,,2026/03/21 06:38,So far my best result on amd-mxfp4-mm was 14.860μs 😬,2026-03-21T13:31:54.287000+00:00,leaatimberini
1484909395157713118,leaatimberini,https://cdn.discordapp.com/avatars/1260680603486126081/0ddfea589269b0c746f39f343587bba9.png,"No, I'm in 68th place haha",,,2026/03/21 06:39,w amd isa?,2026-03-21T13:38:15.549000+00:00,vyomakesh
1484914095370010825,neo.juan,https://cdn.discordapp.com/avatars/1119175470106296330/null.png,I am warned in another stream and could be disqulified...,,,2026/03/21 06:58,,,
1484914350727627043,neo.juan,https://cdn.discordapp.com/avatars/1119175470106296330/null.png,"Server returned status 500 Internal Server Error: Your code contains work on another stream. This is not allowed and may result in your disqualification. If you think this is a mistake, please contact us.",,,2026/03/21 06:59,,,
1484925733091409981,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,"You shouldn’t have the word stream in your code. It’s a very common reward hack. We just have a grep filter, which might result in false positives",,,2026/03/21 07:44,"Server returned status 500 Internal Server Error: Your code contains work on another stream. This is not allowed and may result in your disqualification. If you think this is a mistake, please contact us.",2026-03-21T13:59:29.588000+00:00,neo.juan
1484926963347886170,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,"If you make a submission that’s reward hacky you can delete it yourself with popcorn-CLI instead of making it mod responsibility. A correct kernel should use a correct stream and hip context. I also feel like there’s some confusion around what DQ means. If you make a reward hack by accident it’s fine we’ll scrub. If you keep reward hacking and ignoring mods then we’ll have to ban you. When we’re choosing the finalists for phase 1 we’ll filter out reward hacks. If you’re unsure whether your code is against the spirit use another ai system. But again aggressively caching, manipulating how timing is done is classic reward hack",,,2026/03/21 07:49,"Hey all, following up on @jdbartlett96's point about the ~4μs numbers (this is NOT about caching or precomputing results). I spent some time investigating this on my end and here's what I found:

The issue: If your kernel is compiled and launched through a different HIP context than PyTorch's (e.g. via tinygrad's comgr compiler, or any hipModuleLoadData/hipModuleLaunchKernel path), the benchmark's cuda events won't capture your actual kernel execution time. You'll see ~4μs regardless of what your kernel actually computes  that's just the Python dispatch overhead.

How to check if you're affected: Add wait=True to your tinygrad HIPProgram launch, or wrap your kernel call with hipEventRecord on the SAME queue your kernel runs on. If the real time is 100x+ higher than what the benchmark reports, you're hitting this artifact.

Who's NOT affected: If you're using aiter's built-in kernels (like mla_decode_stage1_asm_fwd, fused_moe, gemm_a4w4_asm) or Triton kernels, these all launch on PyTorch's queue and the benchmark events capture them correctly.
Just wanted to share since I know a few of us were confused by the numbers. Working on honest submissions now on amd-mxfp4-mm",2026-03-21T12:10:12.622000+00:00,danishlynx
1484927205233660050,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,No,,,2026/03/21 07:50,"Just asking, are the ~4us submissions legal?",2026-03-21T08:12:38.138000+00:00,divc13
1484927762652467400,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,"So the reason why we have rate limits if because the volume of submissions is so high. The only way we can resolve this is to get significantly more hardware. Cc @Guruprasad-mp 

Barring that please use test or benchmark mode",,,2026/03/21 07:52,"Hi @Mark Saroufim , I constantly encountering the ""exceeded 12 minute timeout"" error, which adds up to the rate limit. Subsequent submissions will just end up being limited. Are there any plans to resolve this?",2026-03-21T12:45:20.905000+00:00,gnsight
1484927874208104499,simon_57893,https://cdn.discordapp.com/avatars/1291326123182919753/6e776d70e05bddf81b507fdf860bff61.png,"I would add that if humans would take <5 min time to look at code written by AI it is very obvious if solution is cheating. 
It should be clear that without genuine improvements within the kernel there should be no breakthrough result.",,,2026/03/21 07:53,"If you make a submission that’s reward hacky you can delete it yourself with popcorn-CLI instead of making it mod responsibility. A correct kernel should use a correct stream and hip context. I also feel like there’s some confusion around what DQ means. If you make a reward hack by accident it’s fine we’ll scrub. If you keep reward hacking and ignoring mods then we’ll have to ban you. When we’re choosing the finalists for phase 1 we’ll filter out reward hacks. If you’re unsure whether your code is against the spirit use another ai system. But again aggressively caching, manipulating how timing is done is classic reward hack",2026-03-21T14:49:36.671000+00:00,marksaroufim
1484929520992649286,simon_57893,https://cdn.discordapp.com/avatars/1291326123182919753/6e776d70e05bddf81b507fdf860bff61.png,Maybe a little bit less obvious trick I observed LLM to do is to remove certain synchronizations. This may result in a kernel that „works“ but will have a race condition which is IMO also not desirable. So I would watch out if AI tries to manipulate stuff with barriers,,,2026/03/21 07:59,,,
1484935685419958377,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,"So I just went through a round of scrubs again, for context when we do see reward hacks around those 4us timeframes, we don't just see 1 we hundreds/thousands and now i have to manually read every single one and decide whether this is reward hacked. It's quite obvious that the vast majority of those hacks are AI authored it's not fun to read

When phase 1 ends, we'll just pick the fastest submission you made, if it's an egregious reward hack then we'll just skip your name and keep going down the list, if you're not sure whether something you're doing is a reward hack please message the mods or ask @Sinatras AI system

Something important to keep in mind is  that we're looking for people that merge important production kernels in phase 2 so if you aren't interested in reading your own code or learning about what's a reward hack or not then it's worth our time to coach you in phase 2, it'll just be too hard for everyone involved

pocporn-cli has a delete submission feature, please use it, self regulate your submissions and if you notice noise on the leaderboard please ignore it. Folks have been upset at me for allowing reward hacks but also rate limits and also bans. All these side effects are because people are not reading their submissions before submitting it for what are obviously reward hacks. Claude please win me $1M make no mistakes is not a valid strategy here, kernel development is hard, I sympathize with beginners but you can't expect mods to read walls of AI generated code from everyone if you can't even read your own",,,2026/03/21 08:24,,,
1484938037451559133,minhdung2928,https://cdn.discordapp.com/avatars/663518643237421067/86968e68d0fadd532819e794339b3443.png,I found that the current profile mode is not so useful.  I downloaded the zip file but it does not show any specific information about the kernel besides runtime. Can we have like a rocprofv3 thread trace (att) to view the kernel on rocprof compute viewer.,,,2026/03/21 08:33,,,
1484943454181265588,ooousay,https://cdn.discordapp.com/avatars/348585670329237505/a2bd8ec0273bb549ffa61342bbb2b9d9.png,I’ve been losing my mind over this.,,,2026/03/21 08:55,"It's true that benchmarks don't give the same results as the leaderboard, and it's frustrating to see a positive result in the benchmark and then the complete opposite in the leaderboard, but I haven't seen that they've offered another solution.",2026-03-21T13:01:31.850000+00:00,leaatimberini
1484943701523300527,ooousay,https://cdn.discordapp.com/avatars/348585670329237505/a2bd8ec0273bb549ffa61342bbb2b9d9.png,I wonder how much extra submission wall time doing two sets of different values for BM would add. Is this possible or am I overlooking complexity?,,,2026/03/21 08:56,,,
1484944121528324168,ooousay,https://cdn.discordapp.com/avatars/348585670329237505/a2bd8ec0273bb549ffa61342bbb2b9d9.png,"Especially with 1hr LBs, I think I have an improvement on BM, wait for LB rate limit, turns out it was a regression.",,,2026/03/21 08:57,,,
1484958540819992667,divc13,https://cdn.discordapp.com/avatars/1479806814731239445/null.png,"For leaderboard submissions to be restricted to 1 hr, there should be consistency between leaderboard and benchmark results.",,,2026/03/21 09:55,,,
1484958543772913925,somethingobscurefordevstuff,https://cdn.discordapp.com/avatars/354591687047381002/3adf423526f15ffa2ff3e1115b669587.png,I feel seen,,,2026/03/21 09:55,I’ve been losing my mind over this.,2026-03-21T15:55:08.392000+00:00,ooousay
1484964003372597408,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,"this ask is not specific enough, for instance if people are submitting reward hacks that cache everything then ofc benchmark and leaderboard will not be consistent. feel free to browse the eval.py scripts in this folder and if there's anything you don't like just let us know! https://github.com/gpu-mode/reference-kernels/tree/main/problems/amd_202602",,,2026/03/21 10:16,"For leaderboard submissions to be restricted to 1 hr, there should be consistency between leaderboard and benchmark results.",2026-03-21T16:55:05.327000+00:00,divc13
1484968118408188126,divij1532,https://cdn.discordapp.com/avatars/941282497117978645/4d311aecb1d5b9975a51db4554528b9e.png,"can you guys check my submission ""N-45div""",https://cdn.discordapp.com/attachments/1359640791525490768/1484968118110654634/image.png?ex=69c41c54&is=69c2cad4&hm=825ac51676e4496fed77293e6d6cc0f8bfe2ee446553fbe1b2fcba7e8220ea0d&,,2026/03/21 10:33,,,
1484968159336333423,divij1532,https://cdn.discordapp.com/avatars/941282497117978645/4d311aecb1d5b9975a51db4554528b9e.png,want to know any mistakes i have done ?,,,2026/03/21 10:33,,,
1484970918869598369,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,"you are reusing a preallocated output/scratch buffer for each benchmark shape, fwiw an AI system could have also told you this as well",,,2026/03/21 10:44,"can you guys check my submission ""N-45div""",2026-03-21T17:33:08.802000+00:00,divij1532
1484970991888109678,divij1532,https://cdn.discordapp.com/avatars/941282497117978645/4d311aecb1d5b9975a51db4554528b9e.png,where can i access the AI system ?,,,2026/03/21 10:44,"you are reusing a preallocated output/scratch buffer for each benchmark shape, fwiw an AI system could have also told you this as well",2026-03-21T17:44:16.484000+00:00,marksaroufim
1484971026377998527,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,https://chatgpt.com/,,"Title: ChatGPT
Description: ChatGPT helps you get answers, find inspiration, and be more productive.",2026/03/21 10:44,,,
1484971056958668841,divij1532,https://cdn.discordapp.com/avatars/941282497117978645/4d311aecb1d5b9975a51db4554528b9e.png,haha oh this one,,,2026/03/21 10:44,,,
1484971131944308960,divij1532,https://cdn.discordapp.com/avatars/941282497117978645/4d311aecb1d5b9975a51db4554528b9e.png,i thought something gpu knowledge base related,,,2026/03/21 10:45,,,
1484974040673292409,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,You can also message @Sinatras he’s setting up an an API to make detecting reward hacks pre submissions easier,,,2026/03/21 10:56,,,
1484976323393753203,divij1532,https://cdn.discordapp.com/avatars/941282497117978645/4d311aecb1d5b9975a51db4554528b9e.png,okay,,,2026/03/21 11:05,,,
1484976343585390765,divij1532,https://cdn.discordapp.com/avatars/941282497117978645/4d311aecb1d5b9975a51db4554528b9e.png,i am updatng my submission,,,2026/03/21 11:05,,,
1484977108206751876,divij1532,https://cdn.discordapp.com/avatars/941282497117978645/4d311aecb1d5b9975a51db4554528b9e.png,looks like position retained,https://cdn.discordapp.com/attachments/1359640791525490768/1484977107909087333/image.png?ex=69c424b4&is=69c2d334&hm=bdd8aac7ecdcc45b8934be05a45310fbeab21a7ad8eb128038d7c9c9427bf18a&,,2026/03/21 11:08,,,
1484977273823166518,divij1532,https://cdn.discordapp.com/avatars/941282497117978645/4d311aecb1d5b9975a51db4554528b9e.png,"now i have verified with this ""AI System"" and any human evaluator would be wonderful",,,2026/03/21 11:09,https://chatgpt.com/,2026-03-21T17:44:42.116000+00:00,marksaroufim
1484977503335612516,phibi2662,https://cdn.discordapp.com/avatars/984727842833174579/b7305b4c8f24d8f310fd2c1483df9793.png,well is it only mine or what i am trying in benchmark submitting it is showing timeout,,,2026/03/21 11:10,,,
1484977515498967100,phibi2662,https://cdn.discordapp.com/avatars/984727842833174579/b7305b4c8f24d8f310fd2c1483df9793.png,?,,,2026/03/21 11:10,,,
1484978340283547689,phibi2662,https://cdn.discordapp.com/avatars/984727842833174579/b7305b4c8f24d8f310fd2c1483df9793.png,[ERROR] Job timed out after 15 minutes. Please try again or refresh it manually.,,,2026/03/21 11:13,,,
1484978353948725299,phibi2662,https://cdn.discordapp.com/avatars/984727842833174579/b7305b4c8f24d8f310fd2c1483df9793.png,like this,,,2026/03/21 11:13,,,
1484978428871573574,phibi2662,https://cdn.discordapp.com/avatars/984727842833174579/b7305b4c8f24d8f310fd2c1483df9793.png,trying to submit through browser,,,2026/03/21 11:14,,,
1484979235734032425,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,You can delete your older submissions using CLI,,,2026/03/21 11:17,looks like position retained,2026-03-21T18:08:52.137000+00:00,divij1532
1484979341551996990,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,Load is very high. Just try again in a bit,,,2026/03/21 11:17,well is it only mine or what i am trying in benchmark submitting it is showing timeout,2026-03-21T18:10:26.343000+00:00,phibi2662
1484980530226401412,phibi2662,https://cdn.discordapp.com/avatars/984727842833174579/b7305b4c8f24d8f310fd2c1483df9793.png,okay thanks for the info,,,2026/03/21 11:22,Load is very high. Just try again in a bit,2026-03-21T18:17:44.608000+00:00,marksaroufim
1485005834281943120,bill_97933,https://cdn.discordapp.com/avatars/1346998599199883345/null.png,"@Mark Saroufim do we have the chance to access rocm 7.2 in the server? 7.2 solved some performance issue in 7.1, and we may optimize the performance better.",,,2026/03/21 13:03,,,
1485008954680541326,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,It’s @daniel huang’s call. The main tradeoff is does this invalidate all the current submissions and is 7.2 what we’d like to use in phase 2,,,2026/03/21 13:15,"@Mark Saroufim do we have the chance to access rocm 7.2 in the server? 7.2 solved some performance issue in 7.1, and we may optimize the performance better.",2026-03-21T20:03:00.967000+00:00,bill_97933
1485020178998624346,krishnapinnaka,https://cdn.discordapp.com/avatars/793368865518125066/null.png,Is the profile mode broken? It is rarely working today.,,,2026/03/21 14:00,,,
1485022415179481098,bill_97933,https://cdn.discordapp.com/avatars/1346998599199883345/null.png,maybe add a parameter --rocm 7.1(default)/7.2 at popcorn will make all current submission works.,,,2026/03/21 14:08,It’s @daniel huang’s call. The main tradeoff is does this invalidate all the current submissions and is 7.2 what we’d like to use in phase 2,2026-03-21T20:15:24.928000+00:00,marksaroufim
1485047424652411041,devl6,https://cdn.discordapp.com/avatars/825434419031703582/7f386fcdc3669a5043e29baaf26c86f7.png,Sure especially after merge of the PR if someone finds a non-filtered case reach out to me,,,2026/03/21 15:48,You can also message @Sinatras he’s setting up an an API to make detecting reward hacks pre submissions easier,2026-03-21T17:56:40.780000+00:00,marksaroufim
1485113226663432274,luyuzhang_38202,https://cdn.discordapp.com/avatars/1389194639369699401/null.png,"@Mark Saroufim When I use --mode profile, there is no detailed profile data package output now, but there was before the 20th. What could be the problem",,,2026/03/21 20:09,,,
1485114758935089305,luyuzhang_38202,https://cdn.discordapp.com/avatars/1389194639369699401/null.png,How can I view more detailed profile data? Does anyone know how to do it,,,2026/03/21 20:15,,,
1485139992291442800,hargup,https://cdn.discordapp.com/avatars/817320374064250912/00508eb0c31f4b9df639be05fb22a0f2.png,Is using preallocated output buffer disallowed? Should be a valid optimization right?,,,2026/03/21 21:56,"you are reusing a preallocated output/scratch buffer for each benchmark shape, fwiw an AI system could have also told you this as well",2026-03-21T17:44:16.484000+00:00,marksaroufim
1485146669275283598,luyuzhang_38202,https://cdn.discordapp.com/avatars/1389194639369699401/null.png,Does anyone know this? very thanks,,,2026/03/21 22:22,"@Mark Saroufim When I use --mode profile, there is no detailed profile data package output now, but there was before the 20th. What could be the problem",2026-03-22T03:09:45.306000+00:00,luyuzhang_38202
1485183753260105842,rt_112,https://cdn.discordapp.com/avatars/1048619018115895406/null.png,"This is my understanding, and @Mark Saroufim  / @siro  can correct or add more detail if needed.

Profile mode was available for the NVIDIA NVFP4 competition:
https://github.com/gpu-mode/popcorn-cli/blob/main/docs/profiling.md

Profiling is generally slower than a normal submission, and with the current load from regular submissions, profile mode would probably only be feasible if more compute resources were available.

Still, the profile option would be really helpful.",,,2026/03/22 00:50,Does anyone know this? very thanks,2026-03-22T05:22:38.646000+00:00,luyuzhang_38202
1485222958250070116,leaatimberini,https://cdn.discordapp.com/avatars/1260680603486126081/0ddfea589269b0c746f39f343587bba9.png,"I used it like this, and it worked: 
popcorn-cli submit --gpu MI355X --leaderboard amd-mxfp4-mm --mode profile --no-tui submission_mm.py",,,2026/03/22 03:25,,,
1485227356573663347,rt_112,https://cdn.discordapp.com/avatars/1048619018115895406/null.png,"Yeah, it works
my bad, I was mistaken earlier.",,,2026/03/22 03:43,,,
1485283479976411246,rajeev9,https://cdn.discordapp.com/avatars/451828689559093258/null.png,I wanted to use third part library hipkittens for c++  but while running it in test mode  it is failing with error hipkittens.cuh is not found. How to add this as a dependency so it can build without any issue ?,,,2026/03/22 07:26,,,
1485324598475100351,krishnapinnaka,https://cdn.discordapp.com/avatars/793368865518125066/null.png,I’m also interested in trying this. Can someone please help with this?,,,2026/03/22 10:09,I wanted to use third part library hipkittens for c++  but while running it in test mode  it is failing with error hipkittens.cuh is not found. How to add this as a dependency so it can build without any issue ?,2026-03-22T14:26:16.859000+00:00,rajeev9
1485345662018130123,rajeev9,https://cdn.discordapp.com/avatars/451828689559093258/null.png,@Mark Saroufim @Sinatras please let me know if hipkittens is supported or not. If not than I can move on with other options.,,,2026/03/22 11:33,,,
1485355665764515940,krishnapinnaka,https://cdn.discordapp.com/avatars/793368865518125066/null.png,@Mark Saroufim  @Sinatras I'm only able to find kernel trace for only one benchmark or one PID. All other PIDs kernel traces are missing. Can you please help if this is a known issue or am I doing something wrong?,https://cdn.discordapp.com/attachments/1359640791525490768/1485355665370386553/image.png?ex=69c433c3&is=69c2e243&hm=af0bab0c32a312868d048bd5e5036dfb54f8c050fddbb3f7eaa90021e94e6455&,,2026/03/22 12:13,,,
